message,emotion,tokens
When exam results released ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['When', 'exam', 'results', 'released']"
I’m feeling really anxious and unsure about what’s going to happen.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'feeling', 'really', 'anxious', 'and', 'unsure', 'about', 'what', '’', 's', 'going', 'to', 'happen', '.']"
Bye,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)",['Bye']
"I’m feeling really anxious right now. My mind keeps racing with “what ifs,” and I can’t seem to calm down. I just hope everything turns out okay.","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'feeling', 'really', 'anxious', 'right', 'now', '.', 'My', 'mind', 'keeps', 'racing', 'with', '“', 'what', 'ifs', ',', '”', 'and', 'I', 'can', '’', 't', 'seem', 'to', 'calm', 'down', '.', 'I', 'just', 'hope', 'everything', 'turns', 'out', 'okay', '.']"
"Exams are near, and I don’t feel ready.","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Exams', 'are', 'near', ',', 'and', 'I', 'don', '’', 't', 'feel', 'ready', '.']"
Semester ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)",['Semester']
"I’m really scared… I don’t know what to do.
","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'really', 'scared…', 'I', 'don', '’', 't', 'know', 'what', 'to', 'do', '.']"
Tomorrow i have project presentation ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Tomorrow', 'i', 'have', 'project', 'presentation']"
No fear,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['No', 'fear']"
fear,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)",['fear']
"I’m worried I’m not prepared enough. What if everything falls apart?

","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'worried', 'I', '’', 'm', 'not', 'prepared', 'enough', '.', 'What', 'if', 'everything', 'falls', 'apart', '?']"
My heart trembles with fear whenever I think about my lover.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['My', 'heart', 'trembles', 'with', 'fear', 'whenever', 'I', 'think', 'about', 'my', 'lover', '.']"
I want to present in front of 100 people,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'want', 'to', 'present', 'in', 'front', 'of', '100', 'people']"
Tomorrow is the deadline for the final submission.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Tomorrow', 'is', 'the', 'deadline', 'for', 'the', 'final', 'submission', '.']"
"Lizard, traffic police ","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Lizard', ',', 'traffic', 'police']"
I feel scare,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'feel', 'scare']"
You are alone in hostel,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['You', 'are', 'alone', 'in', 'hostel']"
I am feeling fear,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'am', 'feeling', 'fear']"
"My heart is racing,I don't know what is going to happen.I feel nervous and scared ","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['My', 'heart', 'is', 'racing', ',', 'I', 'do', ""n't"", 'know', 'what', 'is', 'going', 'to', 'happen.I', 'feel', 'nervous', 'and', 'scared']"
Getting a notification about exam results being released tomorrow.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Getting', 'a', 'notification', 'about', 'exam', 'results', 'being', 'released', 'tomorrow', '.']"
I’m feeling really on edge right now. My heart keeps racing and every little sound makes me jump,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'feeling', 'really', 'on', 'edge', 'right', 'now', '.', 'My', 'heart', 'keeps', 'racing', 'and', 'every', 'little', 'sound', 'makes', 'me', 'jump']"
I was alone at last night therefore I scared,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'was', 'alone', 'at', 'last', 'night', 'therefore', 'I', 'scared']"
I'm afraid... ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', ""'m"", 'afraid', '...']"
Alone,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)",['Alone']
All is well ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['All', 'is', 'well']"
I stay at home alone,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'stay', 'at', 'home', 'alone']"
When I see my results ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['When', 'I', 'see', 'my', 'results']"
I see the exam papper,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'see', 'the', 'exam', 'papper']"
I have to sleep at night alone,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'have', 'to', 'sleep', 'at', 'night', 'alone']"
When seeing gost,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['When', 'seeing', 'gost']"
I got lost for a few minutes in a crowded place,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'got', 'lost', 'for', 'a', 'few', 'minutes', 'in', 'a', 'crowded', 'place']"
Tomorrow i have to deliver  my unprepared speech ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Tomorrow', 'i', 'have', 'to', 'deliver', 'my', 'unprepared', 'speech']"
God please protect me,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['God', 'please', 'protect', 'me']"
"I’m feeling really anxious right now. My mind won’t stop racing, and I can’t help but worry about what might go wrong. I just wish I could calm down and feel safe.","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'feeling', 'really', 'anxious', 'right', 'now', '.', 'My', 'mind', 'won', '’', 't', 'stop', 'racing', ',', 'and', 'I', 'can', '’', 't', 'help', 'but', 'worry', 'about', 'what', 'might', 'go', 'wrong', '.', 'I', 'just', 'wish', 'I', 'could', 'calm', 'down', 'and', 'feel', 'safe', '.']"
I am very scared,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'am', 'very', 'scared']"
"My mind is racing, and I can’t stop worrying.","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['My', 'mind', 'is', 'racing', ',', 'and', 'I', 'can', '’', 't', 'stop', 'worrying', '.']"
" I’m feeling really anxious right now... Not sure what’s going to happen next, and it’s hard to calm my mind. Hoping things will be okay. 😨","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'feeling', 'really', 'anxious', 'right', 'now', '...', 'Not', 'sure', 'what', '’', 's', 'going', 'to', 'happen', 'next', ',', 'and', 'it', '’', 's', 'hard', 'to', 'calm', 'my', 'mind', '.', 'Hoping', 'things', 'will', 'be', 'okay', '.', '😨']"
When i get late night calls from my relatives ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['When', 'i', 'get', 'late', 'night', 'calls', 'from', 'my', 'relatives']"
I don't know how I am going to talk in front of the panel,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'do', ""n't"", 'know', 'how', 'I', 'am', 'going', 'to', 'talk', 'in', 'front', 'of', 'the', 'panel']"
I'm struggling a little bit. I feel like to share the things with you and need help to handle it... ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', ""'m"", 'struggling', 'a', 'little', 'bit', '.', 'I', 'feel', 'like', 'to', 'share', 'the', 'things', 'with', 'you', 'and', 'need', 'help', 'to', 'handle', 'it', '...']"
"I have a presentation tomorrow, and i'm scared i'll spoil","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'have', 'a', 'presentation', 'tomorrow', ',', 'and', 'i', ""'m"", 'scared', 'i', ""'ll"", 'spoil']"
"I’m feeling really scared right now. There’s so much uncertainty, and I can’t stop thinking about what might go wrong","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'feeling', 'really', 'scared', 'right', 'now', '.', 'There', '’', 's', 'so', 'much', 'uncertainty', ',', 'and', 'I', 'can', '’', 't', 'stop', 'thinking', 'about', 'what', 'might', 'go', 'wrong']"
Iam shaking right now,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Iam', 'shaking', 'right', 'now']"
Things doesn’t happen in proper time ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Things', 'doesn', '’', 't', 'happen', 'in', 'proper', 'time']"
No more explanations,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['No', 'more', 'explanations']"
About World War 3 ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['About', 'World', 'War', '3']"
So sad ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['So', 'sad']"
I think about my future...that time I was scared...,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'think', 'about', 'my', 'future', '...', 'that', 'time', 'I', 'was', 'scared', '...']"
Oh..what?,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Oh', '..', 'what', '?']"
I am in dark i feel so fear,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'am', 'in', 'dark', 'i', 'feel', 'so', 'fear']"
Tomorrow I have my exam,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Tomorrow', 'I', 'have', 'my', 'exam']"
I’m anxious ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'anxious']"
"Looking at all the indifference the people are showing towards this live genocide makes me so scary, especially when I think about what kind of world my child will be facing. I'm in a state of constant anxiety just trying to imagine myself in their shoes. 😥","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Looking', 'at', 'all', 'the', 'indifference', 'the', 'people', 'are', 'showing', 'towards', 'this', 'live', 'genocide', 'makes', 'me', 'so', 'scary', ',', 'especially', 'when', 'I', 'think', 'about', 'what', 'kind', 'of', 'world', 'my', 'child', 'will', 'be', 'facing', '.', 'I', ""'m"", 'in', 'a', 'state', 'of', 'constant', 'anxiety', 'just', 'trying', 'to', 'imagine', 'myself', 'in', 'their', 'shoes', '.', '😥']"
What's if I get repeated again ?,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['What', ""'s"", 'if', 'I', 'get', 'repeated', 'again', '?']"
It's not enough ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['It', ""'s"", 'not', 'enough']"
"""I have a big presentation tomorrow, and I’m so nervous. What if I mess up in front of everyone?""","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['``', 'I', 'have', 'a', 'big', 'presentation', 'tomorrow', ',', 'and', 'I', '’', 'm', 'so', 'nervous', '.', 'What', 'if', 'I', 'mess', 'up', 'in', 'front', 'of', 'everyone', '?', ""''""]"
Aiyo ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)",['Aiyo']
I don't know to tell exactly what's happen. But I know something is happening,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'do', ""n't"", 'know', 'to', 'tell', 'exactly', 'what', ""'s"", 'happen', '.', 'But', 'I', 'know', 'something', 'is', 'happening']"
That was really unfair,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['That', 'was', 'really', 'unfair']"
When a sound come in the midnight,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['When', 'a', 'sound', 'come', 'in', 'the', 'midnight']"
Tomorrow is my viva and I’m really nervous… I hope I don’t mess up ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Tomorrow', 'is', 'my', 'viva', 'and', 'I', '’', 'm', 'really', 'nervous…', 'I', 'hope', 'I', 'don', '’', 't', 'mess', 'up']"
Losing a loved one,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Losing', 'a', 'loved', 'one']"
My heart is racing and  I am feeling nervous and uneasy. I don't have any ideas what to do next.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['My', 'heart', 'is', 'racing', 'and', 'I', 'am', 'feeling', 'nervous', 'and', 'uneasy', '.', 'I', 'do', ""n't"", 'have', 'any', 'ideas', 'what', 'to', 'do', 'next', '.']"
"I’m feeling really anxious right now. My mind’s racing and I can’t seem to shake this uneasy feeling. Just hoping things calm down soon.
","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'feeling', 'really', 'anxious', 'right', 'now', '.', 'My', 'mind', '’', 's', 'racing', 'and', 'I', 'can', '’', 't', 'seem', 'to', 'shake', 'this', 'uneasy', 'feeling', '.', 'Just', 'hoping', 'things', 'calm', 'down', 'soon', '.']"
I’m feeling really uneasy right now—my mind keeps racing and I can’t shake this nervous feeling.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'feeling', 'really', 'uneasy', 'right', 'now—my', 'mind', 'keeps', 'racing', 'and', 'I', 'can', '’', 't', 'shake', 'this', 'nervous', 'feeling', '.']"
oh my god...,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['oh', 'my', 'god', '...']"
Whaaat? Really🙄,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Whaaat', '?', 'Really🙄']"
"I'm afraid to go through dark 
","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', ""'m"", 'afraid', 'to', 'go', 'through', 'dark']"
bro seriously ?,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['bro', 'seriously', '?']"
I am not well ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'am', 'not', 'well']"
How I am going to face the viva panel?,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['How', 'I', 'am', 'going', 'to', 'face', 'the', 'viva', 'panel', '?']"
When walking alone at night in a deserted place,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['When', 'walking', 'alone', 'at', 'night', 'in', 'a', 'deserted', 'place']"
Examination ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)",['Examination']
"

""I'm feeling really anxious and nervous. My heart is racing, and I can't stop worrying about what might happen.""

","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","[""''"", 'I', ""'m"", 'feeling', 'really', 'anxious', 'and', 'nervous', '.', 'My', 'heart', 'is', 'racing', ',', 'and', 'I', 'ca', ""n't"", 'stop', 'worrying', 'about', 'what', 'might', 'happen', '.', ""''""]"
When I see ghost,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['When', 'I', 'see', 'ghost']"
"I’m feeling really anxious right now. My mind won’t stop racing, and there’s this tight feeling in my chest that won’t go away. I don’t know what’s coming next, and that uncertainty is overwhelming.","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'feeling', 'really', 'anxious', 'right', 'now', '.', 'My', 'mind', 'won', '’', 't', 'stop', 'racing', ',', 'and', 'there', '’', 's', 'this', 'tight', 'feeling', 'in', 'my', 'chest', 'that', 'won', '’', 't', 'go', 'away', '.', 'I', 'don', '’', 't', 'know', 'what', '’', 's', 'coming', 'next', ',', 'and', 'that', 'uncertainty', 'is', 'overwhelming', '.']"
I scared,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'scared']"
I don't want what to do ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'do', ""n't"", 'want', 'what', 'to', 'do']"
When I didn't submit my assignment in a time ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['When', 'I', 'did', ""n't"", 'submit', 'my', 'assignment', 'in', 'a', 'time']"
I am nervous ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'am', 'nervous']"
I am very fear thinking about professional exam,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'am', 'very', 'fear', 'thinking', 'about', 'professional', 'exam']"
My hands are severing now,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['My', 'hands', 'are', 'severing', 'now']"
Suddenly wake up from sleep due to nightmare,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Suddenly', 'wake', 'up', 'from', 'sleep', 'due', 'to', 'nightmare']"
"Don't show this to me, i can't see that","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Do', ""n't"", 'show', 'this', 'to', 'me', ',', 'i', 'ca', ""n't"", 'see', 'that']"
"When fail in a hard worked exam, definitely i have fear about next exam even if i do it also with hard work 🥹","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['When', 'fail', 'in', 'a', 'hard', 'worked', 'exam', ',', 'definitely', 'i', 'have', 'fear', 'about', 'next', 'exam', 'even', 'if', 'i', 'do', 'it', 'also', 'with', 'hard', 'work', '🥹']"
😶,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)",['😶']
When I sleep at night lonely ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['When', 'I', 'sleep', 'at', 'night', 'lonely']"
Im afraid i might fail,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Im', 'afraid', 'i', 'might', 'fail']"
Living among this drugs using society,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Living', 'among', 'this', 'drugs', 'using', 'society']"
I'm very afraid ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', ""'m"", 'very', 'afraid']"
"I saw a big accident at the last week, It was making me feel bad and scared.","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'saw', 'a', 'big', 'accident', 'at', 'the', 'last', 'week', ',', 'It', 'was', 'making', 'me', 'feel', 'bad', 'and', 'scared', '.']"
When I see parents getting old,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['When', 'I', 'see', 'parents', 'getting', 'old']"
Something just doesn't feel right to me,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Something', 'just', 'does', ""n't"", 'feel', 'right', 'to', 'me']"
"I felt fear before the viva presentation, worried that I might forget important points.","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'felt', 'fear', 'before', 'the', 'viva', 'presentation', ',', 'worried', 'that', 'I', 'might', 'forget', 'important', 'points', '.']"
I felt fear when the lecturer suddenly called my name to answer a question during a Zoom session.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'felt', 'fear', 'when', 'the', 'lecturer', 'suddenly', 'called', 'my', 'name', 'to', 'answer', 'a', 'question', 'during', 'a', 'Zoom', 'session', '.']"
IAM scared ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['IAM', 'scared']"
I have to do the public speech tomorrow.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'have', 'to', 'do', 'the', 'public', 'speech', 'tomorrow', '.']"
Results are released tomorrow ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Results', 'are', 'released', 'tomorrow']"
I felt someone was following me when I passed cemetery.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'felt', 'someone', 'was', 'following', 'me', 'when', 'I', 'passed', 'cemetery', '.']"
"This place is full people, I feel so nervous.","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['This', 'place', 'is', 'full', 'people', ',', 'I', 'feel', 'so', 'nervous', '.']"
Exams start tomorrow and I haven’t prepared enough.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Exams', 'start', 'tomorrow', 'and', 'I', 'haven', '’', 't', 'prepared', 'enough', '.']"
To attend an interview ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['To', 'attend', 'an', 'interview']"
"Forgot the presentation slides on exam day.
","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Forgot', 'the', 'presentation', 'slides', 'on', 'exam', 'day', '.']"
"Lecturer said, “Pop quiz!” with a smile. 😰","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Lecturer', 'said', ',', '“', 'Pop', 'quiz', '!', '”', 'with', 'a', 'smile', '.', '😰']"
Dean walked in while I was napping in class.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Dean', 'walked', 'in', 'while', 'I', 'was', 'napping', 'in', 'class', '.']"
Accidentally sent the wrong file for final submission.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Accidentally', 'sent', 'the', 'wrong', 'file', 'for', 'final', 'submission', '.']"
What iam going to do exam,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['What', 'iam', 'going', 'to', 'do', 'exam']"
Exam results are out tomorrow… can’t stop overthinking.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Exam', 'results', 'are', 'out', 'tomorrow…', 'can', '’', 't', 'stop', 'overthinking', '.']"
Got a call from the boss. No idea what it’s about. ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Got', 'a', 'call', 'from', 'the', 'boss', '.', 'No', 'idea', 'what', 'it', '’', 's', 'about', '.']"
First day at a new university… feeling super nervous. ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['First', 'day', 'at', 'a', 'new', 'university…', 'feeling', 'super', 'nervous', '.']"
Interview in an hour and my hands are literally sweating. ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Interview', 'in', 'an', 'hour', 'and', 'my', 'hands', 'are', 'literally', 'sweating', '.']"
There’s a weird noise downstairs and I’m home alone.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['There', '’', 's', 'a', 'weird', 'noise', 'downstairs', 'and', 'I', '’', 'm', 'home', 'alone', '.']"
I have an intreview tomorrow.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'have', 'an', 'intreview', 'tomorrow', '.']"
"Finals are coming, and I don’t feel ready at all.","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Finals', 'are', 'coming', ',', 'and', 'I', 'don', '’', 't', 'feel', 'ready', 'at', 'all', '.']"
I’m scared I might fail this course.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'scared', 'I', 'might', 'fail', 'this', 'course', '.']"
I guess I won't pass the exams,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'guess', 'I', 'wo', ""n't"", 'pass', 'the', 'exams']"
What if I chose the wrong major?,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['What', 'if', 'I', 'chose', 'the', 'wrong', 'major', '?']"
I don’t think I’ll finish this project on time.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'don', '’', 't', 'think', 'I', '’', 'll', 'finish', 'this', 'project', 'on', 'time', '.']"
"My GPA is slipping, and it terrifies me","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['My', 'GPA', 'is', 'slipping', ',', 'and', 'it', 'terrifies', 'me']"
My stomach is in knots just thinking about tomorrow,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['My', 'stomach', 'is', 'in', 'knots', 'just', 'thinking', 'about', 'tomorrow']"
Everyone else seems to have it together except me,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Everyone', 'else', 'seems', 'to', 'have', 'it', 'together', 'except', 'me']"
I’m afraid I’ll mess up my presentation tomorrow.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'afraid', 'I', '’', 'll', 'mess', 'up', 'my', 'presentation', 'tomorrow', '.']"
What if I don’t get an internship? What’s next?,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['What', 'if', 'I', 'don', '’', 't', 'get', 'an', 'internship', '?', 'What', '’', 's', 'next', '?']"
"Exam results are released, check the link i send you","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Exam', 'results', 'are', 'released', ',', 'check', 'the', 'link', 'i', 'send', 'you']"
I feel anxious even opening my student portal.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'feel', 'anxious', 'even', 'opening', 'my', 'student', 'portal', '.']"
I worry that all this stress is affecting my health.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'worry', 'that', 'all', 'this', 'stress', 'is', 'affecting', 'my', 'health', '.']"
"""I feel like I’m frozen, unable to move or speak.","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['``', 'I', 'feel', 'like', 'I', '’', 'm', 'frozen', ',', 'unable', 'to', 'move', 'or', 'speak', '.']"
Can’t focus—my brain’s stuck in panic mode.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Can', '’', 't', 'focus—my', 'brain', '’', 's', 'stuck', 'in', 'panic', 'mode', '.']"
    I feel on edge like something bad is lurking nearby.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'feel', 'on', 'edge', 'like', 'something', 'bad', 'is', 'lurking', 'nearby', '.']"
Breathing feels shallow and uneven when I get like this,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Breathing', 'feels', 'shallow', 'and', 'uneven', 'when', 'I', 'get', 'like', 'this']"
Overthinking every word I said today.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Overthinking', 'every', 'word', 'I', 'said', 'today', '.']"
Waiting feels like torture when your mind’s racing.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Waiting', 'feels', 'like', 'torture', 'when', 'your', 'mind', '’', 's', 'racing', '.']"
I am scared to go alone.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'am', 'scared', 'to', 'go', 'alone', '.']"
I do not feel safe here.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'do', 'not', 'feel', 'safe', 'here', '.']"
That noise scared me.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['That', 'noise', 'scared', 'me', '.']"
I can not stop worrying.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', 'can', 'not', 'stop', 'worrying', '.']"
Today is my first day at work.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Today', 'is', 'my', 'first', 'day', 'at', 'work', '.']"
We have only one week for final examination.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['We', 'have', 'only', 'one', 'week', 'for', 'final', 'examination', '.']"
Health report coming today… really scared. ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Health', 'report', 'coming', 'today…', 'really', 'scared', '.']"
Spotted something moving in the dark outside.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Spotted', 'something', 'moving', 'in', 'the', 'dark', 'outside', '.']"
Flight turbulence is getting worse. I hate this. ,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Flight', 'turbulence', 'is', 'getting', 'worse', '.', 'I', 'hate', 'this', '.']"
"Accidentally liked her 2019 photo at 2 a.m.
","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Accidentally', 'liked', 'her', '2019', 'photo', 'at', '2', 'a.m', '.']"
I’m so nervous for the viva tomorrow—I can barely sleep.,"Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['I', '’', 'm', 'so', 'nervous', 'for', 'the', 'viva', 'tomorrow—I', 'can', 'barely', 'sleep', '.']"
"Forgot my ID during the exam again.
","Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)","['Forgot', 'my', 'ID', 'during', 'the', 'exam', 'again', '.']"
